Date,MF_TuleR_S10ET-POTENTIAL,MF_TuleR_S10FLOW,MF_TuleR_S10PRECIP-INC,MF_TuleR_S10SATURATION FRACTION,MF_TuleR_S10STORAGE-SOIL,MF_TuleR_S10SWE-OBSERVED,MF_TuleR_S10TEMPERATURE-AIR,MF_TuleR_S20ET-POTENTIAL,MF_TuleR_S20FLOW,MF_TuleR_S20PRECIP-INC,MF_TuleR_S20SATURATION FRACTION,MF_TuleR_S20STORAGE-SOIL,MF_TuleR_S20SWE-OBSERVED,MF_TuleR_S20TEMPERATURE-AIR,NF_TuleR_S10ET-POTENTIAL,NF_TuleR_S10FLOW,NF_TuleR_S10PRECIP-INC,NF_TuleR_S10SATURATION FRACTION,NF_TuleR_S10STORAGE-SOIL,NF_TuleR_S10SWE-OBSERVED,NF_TuleR_S10TEMPERATURE-AIR,ReservoirInflowFLOW,ReservoirInflowFLOW-OBSERVED,SF_TuleR_S10ET-POTENTIAL,SF_TuleR_S10FLOW,SF_TuleR_S10PRECIP-INC,SF_TuleR_S10SATURATION FRACTION,SF_TuleR_S10STORAGE-SOIL,SF_TuleR_S10SWE-OBSERVED,SF_TuleR_S10TEMPERATURE-AIR,TuleR_S10ET-POTENTIAL,TuleR_S10FLOW,TuleR_S10PRECIP-INC,TuleR_S10SATURATION FRACTION,TuleR_S10STORAGE-SOIL,TuleR_S10SWE-OBSERVED,TuleR_S10TEMPERATURE-AIR,TuleR_S20ET-POTENTIAL,TuleR_S20FLOW,TuleR_S20PRECIP-INC,TuleR_S20SATURATION FRACTION,TuleR_S20STORAGE-SOIL,TuleR_S20SWE-OBSERVED,TuleR_S20TEMPERATURE-AIR
4/5/1986,0.007735,17.280000,0.016110,0.451730,2.258700,0.000000,48.925000,0.005446,604.200000,0.016500,0.584210,2.921000,5.489000,39.154000,0.007558,248.400000,0.018150,0.477670,2.388400,1.139900,47.879000,1175.000000,712.300000,0.007263,279.800000,0.013150,0.497630,2.488200,0.231200,46.823000,0.010552,8.218000,0.013410,0.408470,2.042300,0.000000,58.012000,0.009478,17.050000,0.016650,0.414490,2.072500,0.000000,54.790000
4/6/1986,0.007578,16.160000,0.023720,0.468710,2.343500,0.000000,48.251000,0.004746,553.200000,0.023400,0.586850,2.934200,5.518000,37.466000,0.007371,227.400000,0.024920,0.495030,2.475200,1.150500,47.033000,1076.000000,756.900000,0.006987,254.300000,0.021340,0.506000,2.530000,0.232000,45.590000,0.010395,8.102000,0.024560,0.416170,2.080900,0.000000,57.482000,0.009354,16.690000,0.025950,0.431460,2.157300,0.000000,54.309000
4/7/1986,0.007495,15.240000,0.023010,0.496250,2.481300,0.000000,47.854000,0.004660,504.900000,0.027300,0.591370,2.956900,5.578000,36.865000,0.007245,211.000000,0.024160,0.514110,2.570500,1.166700,46.462000,989.000000,707.500000,0.006933,233.300000,0.026800,0.527780,2.638900,0.235900,45.270000,0.010502,7.984000,0.015430,0.440420,2.202100,0.000000,57.682000,0.009304,16.360000,0.019610,0.457260,2.286300,0.000000,54.063000
4/8/1986,0.007625,14.480000,0.014730,0.526910,2.634600,0.000000,48.272000,0.005058,463.500000,0.020190,0.596170,2.980800,5.606000,38.000000,0.007348,199.100000,0.016720,0.534810,2.674000,1.174700,46.848000,931.000000,668.400000,0.007137,230.300000,0.018230,0.552370,2.761900,0.238400,46.053000,0.010741,7.867000,0.003840,0.445470,2.227300,0.000000,58.247000,0.009420,16.070000,0.009440,0.475080,2.375400,0.000000,54.337000
4/9/1986,0.008445,13.850000,0.005100,0.530730,2.653600,0.000000,51.107000,0.006069,426.700000,0.009210,0.596740,2.983700,5.557000,41.800000,0.008178,183.200000,0.005590,0.537260,2.686300,1.165900,49.860000,860.000000,617.200000,0.007937,212.400000,0.008270,0.554550,2.772800,0.235500,49.055000,0.011373,7.750000,0.000360,0.439280,2.196400,0.000000,59.862000,0.010184,15.790000,0.002030,0.475370,2.376800,0.000000,56.546000
4/10/1986,0.009475,13.350000,0.003730,0.530200,2.651000,0.000000,54.338000,0.006823,427.300000,0.006080,0.596760,2.983800,5.422000,44.945000,0.009187,172.300000,0.005040,0.535890,2.679500,1.142600,53.117000,839.000000,605.600000,0.008845,202.800000,0.007680,0.553970,2.769800,0.229100,52.074000,0.012386,7.634000,0.000310,0.423170,2.115800,0.000000,62.330000,0.011314,15.530000,0.001560,0.467140,2.335700,0.000000,59.566000
4/11/1986,0.009884,12.920000,0.001660,0.524950,2.624700,0.000000,55.460000,0.007021,419.100000,0.005980,0.596740,2.983700,5.265000,45.645000,0.009608,162.700000,0.002410,0.530860,2.654300,1.114100,54.268000,804.000000,598.400000,0.009202,186.900000,0.000530,0.549790,2.748900,0.221300,53.077000,0.013298,7.518000,0.000000,0.402910,2.014600,0.000000,64.379000,0.012034,15.280000,0.000140,0.451310,2.256600,0.000000,61.289000
4/12/1986,0.007885,12.560000,0.001320,0.516510,2.582600,0.000000,48.872000,0.005589,411.500000,0.005450,0.596600,2.983000,5.183000,39.324000,0.007709,154.500000,0.000530,0.522760,2.613800,1.098500,47.843000,772.000000,556.800000,0.007406,171.300000,0.000530,0.541680,2.708400,0.217000,46.775000,0.011320,7.404000,0.000000,0.383250,1.916300,0.000000,59.450000,0.009944,15.040000,0.000070,0.433990,2.170000,0.000000,55.530000
4/13/1986,0.006662,12.250000,0.000000,0.506470,2.532300,0.000000,44.090000,0.004450,373.100000,0.000000,0.595720,2.978600,5.179000,35.397000,0.006459,141.000000,0.000000,0.513820,2.569100,1.098300,43.248000,703.000000,552.100000,0.006328,155.000000,0.000000,0.531870,2.659400,0.217200,42.378000,0.009479,7.291000,0.000000,0.367000,1.835000,0.000000,54.175000,0.008333,14.800000,0.000000,0.419420,2.097100,0.000000,50.375000
4/14/1986,0.008067,11.980000,0.000000,0.494720,2.473600,0.000000,49.386000,0.005873,332.500000,0.000000,0.593290,2.966500,5.124000,40.521000,0.007873,127.700000,0.000000,0.503220,2.516100,1.091100,48.374000,634.000000,522.000000,0.007583,140.000000,0.000000,0.521050,2.605200,0.214200,47.380000,0.010711,7.179000,0.000000,0.352190,1.760900,0.000000,57.666000,0.009698,14.570000,0.000000,0.405050,2.025300,0.000000,54.693000
4/15/1986,0.007914,11.740000,0.003390,0.483100,2.415500,0.000000,48.702000,0.005220,304.500000,0.002820,0.588970,2.944900,5.070000,38.319000,0.007745,116.800000,0.003660,0.492640,2.463200,1.083900,47.638000,582.000000,475.000000,0.007358,127.300000,0.002930,0.510230,2.551200,0.210700,46.276000,0.011243,7.069000,0.004350,0.338720,1.693600,0.000000,59.001000,0.009989,14.350000,0.004200,0.390980,1.954900,0.000000,55.410000
4/16/1986,0.006590,11.530000,0.011220,0.478710,2.393600,0.000000,43.455000,0.002152,272.400000,0.018360,0.586770,2.933900,5.145000,32.399000,0.006117,106.700000,0.015390,0.488660,2.443300,1.114300,42.448000,527.000000,498.200000,0.005573,115.700000,0.007500,0.505950,2.529800,0.216800,40.991000,0.010051,6.960000,0.005150,0.332810,1.664000,0.000000,55.616000,0.008705,14.130000,0.007540,0.385420,1.927100,0.000000,51.296000
4/17/1986,0.006442,11.330000,0.008240,0.482810,2.414000,0.000000,42.850000,0.002185,241.900000,0.015850,0.588510,2.942600,5.253000,33.214000,0.005864,97.600000,0.011840,0.494490,2.472500,1.147500,41.645000,477.000000,492.500000,0.005940,105.500000,0.007930,0.505620,2.528100,0.224500,40.742000,0.009239,6.853000,0.000850,0.327330,1.636700,0.000000,53.099000,0.008087,13.910000,0.003600,0.383380,1.916900,0.000000,49.196000
4/18/1986,0.007324,11.140000,0.004820,0.483460,2.417300,0.000000,46.368000,0.005376,216.100000,0.007240,0.592300,2.961500,5.206000,37.848000,0.007091,90.100000,0.005640,0.497360,2.486800,1.123100,45.182000,434.000000,498.600000,0.006908,96.700000,0.010560,0.506190,2.531000,0.219300,44.494000,0.009877,6.747000,0.000540,0.318090,1.590500,0.000000,54.957000,0.008825,13.700000,0.002430,0.376760,1.883800,0.000000,51.649000
4/19/1986,0.009198,10.960000,0.006750,0.482350,2.411700,0.000000,52.751000,0.006738,209.900000,0.011600,0.594670,2.973400,5.046000,43.911000,0.008883,91.000000,0.009750,0.497330,2.486600,1.078900,51.469000,426.000000,459.600000,0.008600,94.500000,0.007910,0.512130,2.560600,0.209500,50.592000,0.011890,6.643000,0.000560,0.308470,1.542300,0.000000,60.334000,0.010853,13.480000,0.002850,0.369050,1.845200,0.000000,57.583000
4/20/1986,0.011449,10.780000,0.002330,0.478470,2.392400,0.000000,59.067000,0.008426,227.900000,0.004670,0.594850,2.974300,4.807000,50.098000,0.010996,97.800000,0.004230,0.494490,2.472400,1.029200,57.617000,444.000000,457.000000,0.010653,88.000000,0.000710,0.508050,2.540200,0.195000,56.728000,0.014357,6.540000,0.000060,0.297110,1.485500,0.000000,65.933000,0.013277,13.280000,0.000690,0.357720,1.788600,0.000000,63.518000
4/21/1986,0.013056,10.610000,0.000000,0.466110,2.330500,0.000000,62.897000,0.009548,266.500000,0.000000,0.593150,2.965800,4.511000,53.589000,0.012557,106.500000,0.000000,0.484840,2.424200,0.963100,61.441000,484.000000,453.200000,0.012152,81.200000,0.000000,0.495830,2.479200,0.174300,60.505000,0.016488,6.439000,0.000000,0.284220,1.421100,0.000000,70.110000,0.015255,13.070000,0.000000,0.341590,1.707900,0.000000,67.658000
4/22/1986,0.013038,10.450000,0.000000,0.446090,2.230400,0.000000,62.715000,0.009181,303.600000,0.000000,0.585170,2.925900,4.251000,52.327000,0.012669,116.100000,0.000020,0.468460,2.342300,0.903200,61.443000,525.000000,382.700000,0.012127,75.300000,0.000000,0.478140,2.390700,0.155800,60.213000,0.017329,6.339000,0.000000,0.271090,1.355400,0.000000,71.573000,0.015832,12.870000,0.000000,0.324960,1.624800,0.000000,68.677000
4/23/1986,0.011143,10.290000,0.000000,0.427570,2.137900,0.000000,57.928000,0.007744,316.900000,0.000000,0.575320,2.876600,4.094000,47.396000,0.010888,119.100000,0.000020,0.452570,2.262900,0.866400,56.790000,535.000000,453.900000,0.010402,70.200000,0.000000,0.461600,2.308000,0.145000,55.550000,0.015204,6.241000,0.000000,0.259320,1.296600,0.000000,67.436000,0.013774,12.670000,0.000000,0.310220,1.551100,0.000000,64.316000
4/24/1986,0.009207,10.130000,0.000000,0.412840,2.064200,0.000000,52.327000,0.006451,307.700000,0.000000,0.566940,2.834700,4.010000,42.297000,0.008959,116.400000,0.000000,0.439940,2.199700,0.845600,51.134000,519.000000,525.600000,0.008566,65.900000,0.000000,0.448190,2.241000,0.139000,49.932000,0.012735,6.144000,0.000000,0.249770,1.248800,0.000000,61.977000,0.011428,12.480000,0.000000,0.298320,1.491600,0.000000,58.648000
4/25/1986,0.008447,9.970000,0.000000,0.400660,2.003300,0.000000,49.767000,0.005889,283.400000,0.000000,0.559640,2.798200,3.961000,39.766000,0.008291,110.000000,0.000000,0.429400,2.147000,0.832500,48.792000,484.000000,535.600000,0.007819,62.200000,0.000000,0.436950,2.184800,0.135700,47.228000,0.012299,6.049000,0.000000,0.241550,1.207800,0.000000,60.844000,0.010834,12.280000,0.000000,0.288230,1.441100,0.000000,56.946000
4/26/1986,0.008342,9.820000,0.000000,0.389530,1.947600,0.000000,49.351000,0.006043,258.100000,0.000000,0.552490,2.762400,3.914000,40.419000,0.008248,102.900000,0.000000,0.419530,2.097700,0.819600,48.651000,448.000000,447.900000,0.007818,59.000000,0.000000,0.426470,2.132300,0.131900,47.233000,0.011936,5.956000,0.000000,0.233860,1.169300,0.000000,59.878000,0.010550,12.090000,0.000000,0.279020,1.395100,0.000000,56.105000
4/27/1986,0.009466,9.670000,0.000000,0.378120,1.890600,0.000000,52.945000,0.007162,240.600000,0.000000,0.545090,2.725500,3.783000,45.035000,0.009287,97.800000,0.000010,0.409210,2.046100,0.787800,52.124000,422.000000,441.100000,0.008970,56.300000,0.000000,0.415350,2.076700,0.122700,51.197000,0.012446,5.863000,0.000000,0.226380,1.131900,0.000000,61.058000,0.011314,11.910000,0.000000,0.270160,1.350800,0.000000,58.157000
4/28/1986,0.011129,9.520000,0.000000,0.365190,1.825900,0.000000,57.592000,0.008339,241.100000,0.000000,0.535740,2.678700,3.584000,49.213000,0.010800,99.400000,0.000010,0.397570,1.987800,0.740100,56.443000,421.000000,452.200000,0.010499,54.000000,0.000000,0.402630,2.013200,0.109100,55.677000,0.014317,5.773000,0.000000,0.218430,1.092200,0.000000,65.200000,0.013107,11.720000,0.000000,0.260830,1.304200,0.000000,62.474000
4/29/1986,0.011061,9.370000,0.000000,0.351500,1.757500,0.000000,57.340000,0.008186,249.900000,0.000000,0.525270,2.626300,3.418000,48.606000,0.010680,97.700000,0.000000,0.385190,1.926000,0.700600,56.034000,426.000000,452.100000,0.010375,52.000000,0.000000,0.389290,1.946500,0.097000,55.250000,0.014110,5.683000,0.000000,0.210290,1.051500,0.000000,64.683000,0.012976,11.540000,0.000000,0.251510,1.257500,0.000000,62.103000
4/30/1986,0.010616,9.230000,0.000000,0.338390,1.692000,0.000000,56.047000,0.007784,254.900000,0.000000,0.515140,2.575700,3.299000,47.113000,0.010312,93.900000,0.000000,0.373280,1.866400,0.672200,54.899000,425.000000,466.100000,0.010003,50.300000,0.000000,0.376670,1.883400,0.087800,54.088000,0.013582,5.595000,0.000000,0.202650,1.013200,0.000000,63.459000,0.012540,11.360000,0.000000,0.242970,1.214900,0.000000,61.001000
5/1/1986,0.011195,9.080000,0.000000,0.325650,1.628200,0.000000,57.482000,0.007919,254.000000,0.000000,0.504990,2.524900,3.173000,47.499000,0.010913,89.500000,0.000000,0.361730,1.808600,0.642500,56.366000,418.000000,452.000000,0.010526,48.800000,0.000000,0.364480,1.822400,0.078400,55.387000,0.015105,5.509000,0.000000,0.195030,0.975100,0.000000,66.606000,0.013689,11.180000,0.000000,0.234660,1.173300,0.000000,63.519000
5/2/1986,0.011091,8.940000,0.000000,0.313450,1.567300,0.000000,57.114000,0.007723,247.100000,0.000000,0.495730,2.478600,3.029000,46.718000,0.010821,83.300000,0.000000,0.350320,1.751600,0.607800,55.982000,403.000000,451.900000,0.010378,47.500000,0.000000,0.352590,1.762900,0.067500,54.858000,0.015457,5.423000,0.000000,0.187220,0.936100,0.000000,67.230000,0.013840,11.010000,0.000000,0.226260,1.131300,0.000000,63.748000
5/3/1986,0.009292,8.810000,0.001550,0.303480,1.517400,0.000000,51.874000,0.006413,234.700000,0.001200,0.485040,2.425200,2.958000,41.505000,0.009173,77.600000,0.001240,0.340540,1.702700,0.590900,51.039000,384.000000,437.900000,0.008673,46.300000,0.000300,0.342300,1.711500,0.061800,49.558000,0.013609,5.339000,0.000000,0.180090,0.900500,0.000000,63.276000,0.011946,10.840000,0.000190,0.218710,1.093600,0.000000,59.224000
5/4/1986,0.007768,8.670000,0.001550,0.297580,1.487900,0.000000,46.716000,0.004916,212.300000,0.001200,0.477930,2.389700,2.966000,36.466000,0.007704,72.400000,0.001240,0.334220,1.671100,0.592600,46.014000,355.000000,449.200000,0.007264,45.300000,0.000300,0.334570,1.672800,0.061800,44.470000,0.011814,5.256000,0.000000,0.174090,0.870400,0.000000,58.970000,0.010169,10.670000,0.000190,0.212630,1.063200,0.000000,54.412000
5/5/1986,0.007645,8.540000,0.005280,0.292540,1.462700,0.000000,46.230000,0.004866,191.100000,0.006860,0.472810,2.364100,2.975000,36.134000,0.007541,67.700000,0.003380,0.328750,1.643800,0.594200,45.412000,327.000000,421.900000,0.007166,44.400000,0.003010,0.328220,1.641100,0.062500,44.076000,0.011562,5.175000,0.000560,0.168820,0.844100,0.000000,58.256000,0.009892,10.510000,0.002750,0.207530,1.037600,0.000000,53.566000
5/6/1986,0.007034,8.400000,0.005280,0.290650,1.453200,0.000000,43.826000,0.002305,172.300000,0.007160,0.471550,2.357700,3.000000,32.879000,0.006534,63.400000,0.003990,0.326020,1.630100,0.600000,42.910000,303.000000,393.800000,0.006149,43.500000,0.003010,0.324770,1.623800,0.063600,41.395000,0.010777,5.095000,0.000560,0.164280,0.821400,0.000000,56.131000,0.009224,10.340000,0.002750,0.204460,1.022300,0.000000,51.477000
5/7/1986,0.006720,8.270000,0.003430,0.289540,1.447700,0.000000,42.555000,0.002239,155.500000,0.007930,0.471630,2.358100,3.025000,32.033000,0.006164,59.500000,0.002100,0.323340,1.616700,0.604300,41.395000,281.000000,374.200000,0.005674,42.700000,0.005890,0.321940,1.609700,0.067500,40.226000,0.010063,5.016000,0.000150,0.159980,0.799900,0.000000,54.064000,0.008594,10.180000,0.001140,0.201140,1.005700,0.000000,49.436000
5/8/1986,0.008266,8.140000,0.003500,0.287980,1.439900,0.000000,48.331000,0.005824,140.600000,0.007710,0.472590,2.363000,3.002000,38.574000,0.007926,56.000000,0.001480,0.319320,1.596600,0.595300,46.834000,262.000000,365.500000,0.007712,42.000000,0.008520,0.321530,1.607600,0.067600,46.106000,0.011502,4.938000,0.000170,0.155580,0.777900,0.000000,57.900000,0.009977,10.030000,0.001180,0.197350,0.986700,0.000000,53.711000
5/9/1986,0.009952,8.020000,0.000320,0.283840,1.419200,0.000000,53.508000,0.006919,127.500000,0.000290,0.477830,2.389100,2.925000,43.198000,0.009681,52.800000,0.000020,0.314050,1.570200,0.575900,52.321000,244.000000,356.600000,0.009343,41.300000,0.005880,0.324880,1.624400,0.059600,51.361000,0.014230,4.862000,0.000050,0.150400,0.752000,0.000000,64.201000,0.012416,9.870000,0.000280,0.192220,0.961100,0.000000,60.012000
5/10/1986,0.010733,7.890000,0.001010,0.276780,1.383900,0.000000,55.526000,0.007288,116.600000,0.003810,0.484440,2.422200,2.847000,44.545000,0.010709,50.000000,0.000180,0.306390,1.532000,0.554900,54.901000,230.000000,340.100000,0.010062,40.600000,0.003560,0.325520,1.627600,0.053700,53.250000,0.015950,4.786000,0.000030,0.144510,0.722500,0.000000,67.630000,0.014032,9.720000,0.000240,0.185940,0.929700,0.000000,63.536000
5/11/1986,0.010708,7.770000,0.000760,0.269800,1.349000,0.000000,55.434000,0.007327,106.700000,0.003600,0.481850,2.409300,2.780000,44.646000,0.010630,47.400000,0.000160,0.297680,1.488400,0.536600,54.699000,216.000000,327.800000,0.009939,39.900000,0.000320,0.322150,1.610700,0.047100,52.923000,0.014783,4.712000,0.000000,0.138700,0.693500,0.000000,65.260000,0.013475,9.570000,0.000010,0.179440,0.897200,0.000000,62.320000
5/12/1986,0.011230,7.650000,0.000000,0.261950,1.309800,0.000000,56.848000,0.007919,99.400000,0.000010,0.476200,2.381000,2.703000,46.777000,0.010980,45.000000,0.000010,0.288530,1.442700,0.515600,55.804000,205.000000,332.600000,0.010425,39.300000,0.000000,0.315190,1.576000,0.039500,54.407000,0.014435,4.639000,0.000000,0.133390,0.667000,0.000000,64.478000,0.013406,9.420000,0.000000,0.173210,0.866100,0.000000,62.173000
5/13/1986,0.012392,7.530000,0.000000,0.253330,1.266600,0.000000,59.692000,0.008701,97.400000,0.000010,0.465490,2.327500,2.563000,49.366000,0.012100,43.000000,0.000020,0.278910,1.394500,0.479600,58.595000,200.000000,334.900000,0.011544,38.700000,0.000000,0.305140,1.525700,0.025900,57.305000,0.016279,4.567000,0.000000,0.128030,0.640200,0.000000,68.082000,0.014946,9.270000,0.000000,0.166870,0.834300,0.000000,65.384000
5/14/1986,0.012516,7.420000,0.000000,0.244710,1.223500,0.000000,59.912000,0.008790,99.100000,0.000010,0.453350,2.266700,2.399000,49.600000,0.012256,41.200000,0.000010,0.269250,1.346300,0.437400,58.887000,199.000000,335.000000,0.011740,38.100000,0.000000,0.294440,1.472200,0.009800,57.702000,0.017295,4.497000,0.000000,0.122420,0.612100,0.000000,69.881000,0.015486,9.130000,0.000000,0.160330,0.801600,0.000000,66.369000
5/15/1986,0.011822,7.300000,0.000000,0.236690,1.183500,0.000000,58.184000,0.008394,100.300000,0.000000,0.441580,2.207900,2.281000,48.253000,0.011549,39.500000,0.000000,0.260300,1.301500,0.403500,57.123000,198.000000,359.400000,0.011095,37.500000,0.000000,0.284290,1.421500,0.001200,56.023000,0.016285,4.427000,0.000000,0.117060,0.585300,0.000000,67.957000,0.014535,8.990000,0.000000,0.154130,0.770700,0.000000,64.391000
5/16/1986,0.012052,7.190000,0.001120,0.229400,1.147000,0.000000,58.715000,0.008655,100.200000,0.004550,0.431440,2.157200,2.168000,49.081000,0.011732,38.100000,0.000340,0.252070,1.260300,0.367300,57.588000,196.000000,364.800000,0.011334,36.900000,0.000580,0.274880,1.374400,0.000000,56.638000,0.016342,4.358000,0.000000,0.112070,0.560400,0.000000,68.006000,0.014626,8.850000,0.000070,0.148350,0.741800,0.000000,64.535000
5/17/1986,0.013641,7.080000,0.001120,0.222910,1.114600,0.000000,62.323000,0.009614,104.700000,0.004550,0.426800,2.134000,1.998000,52.014000,0.013290,36.800000,0.000340,0.244250,1.221200,0.313100,61.171000,198.000000,361.200000,0.012786,36.300000,0.000580,0.266170,1.330800,0.000000,60.090000,0.018952,4.291000,0.000000,0.106930,0.534600,0.000000,72.551000,0.016850,8.710000,0.000070,0.142420,0.712100,0.000000,68.784000
5/18/1986,0.015759,6.970000,0.000000,0.214920,1.074600,0.000000,66.610000,0.010855,112.900000,0.000000,0.419310,2.096600,1.810000,55.456000,0.015405,35.700000,0.000000,0.235340,1.176700,0.266200,65.466000,204.000000,366.600000,0.014837,35.800000,0.000000,0.256120,1.280600,0.000000,64.408000,0.022219,4.224000,0.000000,0.101220,0.506100,0.000000,77.551000,0.019821,8.580000,0.000000,0.135760,0.678800,0.000000,73.786000
5/19/1986,0.016782,6.860000,0.000000,0.205970,1.029800,0.000000,68.480000,0.011604,123.200000,0.000000,0.408200,2.041000,1.671000,57.345000,0.016488,34.800000,0.000000,0.225700,1.128500,0.246000,67.462000,213.000000,369.800000,0.015729,35.200000,0.000000,0.245250,1.226300,0.000000,66.123000,0.023167,4.159000,0.000000,0.095260,0.476300,0.000000,78.848000,0.020952,8.440000,0.000000,0.128700,0.643500,0.000000,75.501000
5/20/1986,0.014980,6.750000,0.000000,0.197600,0.988000,0.000000,64.947000,0.010466,130.300000,0.000000,0.399080,1.995400,1.590000,54.270000,0.014800,34.000000,0.000000,0.216710,1.083600,0.232100,64.113000,218.000000,373.800000,0.013889,34.700000,0.000000,0.235340,1.176700,0.000000,62.341000,0.020339,4.095000,0.000000,0.089870,0.449300,0.000000,74.628000,0.018535,8.310000,0.000000,0.122210,0.611000,0.000000,71.579000
5/21/1986,0.011075,6.650000,0.000000,0.191010,0.955000,0.000000,55.912000,0.007885,131.900000,0.000000,0.390050,1.950200,1.558000,46.207000,0.010963,33.100000,0.000000,0.209620,1.048100,0.226500,55.200000,218.000000,358.100000,0.010315,34.200000,0.000000,0.227630,1.138100,0.000000,53.563000,0.015710,4.031000,0.000000,0.085640,0.428200,0.000000,66.518000,0.013915,8.190000,0.000000,0.117120,0.585600,0.000000,62.705000
5/22/1986,0.009941,6.550000,0.000000,0.185850,0.929300,0.000000,52.805000,0.007331,127.500000,0.000000,0.379050,1.895200,1.546000,44.186000,0.009726,32.400000,0.000000,0.204080,1.020400,0.224200,51.880000,212.000000,372.000000,0.009329,33.600000,0.000000,0.221590,1.107900,0.000000,50.770000,0.013415,3.969000,0.000000,0.082370,0.411900,0.000000,61.695000,0.012012,8.060000,0.000000,0.113220,0.566100,0.000000,58.336000
5/23/1986,0.011262,6.440000,0.000000,0.180770,0.903800,0.000000,56.416000,0.008389,125.800000,0.000000,0.371200,1.856000,1.512000,47.897000,0.010889,31.700000,0.000000,0.198640,0.993200,0.218100,55.192000,209.000000,336.400000,0.010606,33.100000,0.000000,0.215650,1.078200,0.000000,54.482000,0.014046,3.907000,0.000000,0.079420,0.397100,0.000000,63.043000,0.012995,7.930000,0.000000,0.109570,0.547800,0.000000,60.673000
5/24/1986,0.013423,6.340000,0.000920,0.175110,0.875600,0.000000,61.565000,0.010050,126.300000,0.002620,0.364840,1.824200,1.441000,52.994000,0.012959,31.100000,0.008460,0.193400,0.967000,0.206100,60.287000,208.000000,317.100000,0.012610,32.600000,0.000010,0.208990,1.045000,0.000000,59.524000,0.016638,3.847000,0.000010,0.076240,0.381200,0.000000,68.148000,0.015350,7.810000,0.000150,0.105560,0.527800,0.000000,65.648000
5/25/1986,0.016066,6.250000,0.000920,0.169080,0.845400,0.000000,66.976000,0.012312,161.200000,0.002620,0.367940,1.839700,1.320000,58.889000,0.015531,30.600000,0.008470,0.195250,0.976200,0.185800,65.749000,242.000000,331.900000,0.015135,32.100000,0.000010,0.201400,1.007000,0.000000,65.004000,0.019456,3.787000,0.000010,0.072660,0.363300,0.000000,72.975000,0.018098,7.690000,0.000150,0.101070,0.505300,0.000000,70.683000
5/26/1986,0.016974,6.150000,0.000000,0.162090,0.810500,0.000000,68.587000,0.012674,238.900000,0.000000,0.367920,1.839600,1.187000,59.680000,0.016539,30.100000,0.000000,0.192320,0.961600,0.163100,67.525000,318.000000,329.200000,0.015970,31.600000,0.000000,0.193340,0.966700,0.000000,66.516000,0.021296,3.728000,0.000000,0.068810,0.344100,0.000000,75.792000,0.019761,7.570000,0.000000,0.096160,0.480800,0.000000,73.365000
5/27/1986,0.017415,6.050000,0.000000,0.154960,0.774800,0.000000,69.301000,0.012628,207.200000,0.000000,0.357400,1.787000,1.066000,59.506000,0.017010,30.600000,0.000000,0.184840,0.924200,0.142400,68.240000,286.000000,335.600000,0.016314,31.100000,0.000000,0.185510,0.927500,0.000000,67.044000,0.022505,3.671000,0.000000,0.064900,0.324500,0.000000,77.510000,0.020748,7.450000,0.000000,0.091170,0.455900,0.000000,74.839000
5/28/1986,0.017808,5.960000,0.000000,0.147980,0.739900,0.000000,69.960000,0.012916,252.300000,0.000000,0.341810,1.709000,0.943000,60.132000,0.017318,30.800000,0.000000,0.176750,0.883800,0.121500,68.775000,331.000000,356.600000,0.016690,30.600000,0.000000,0.177920,0.889600,0.000000,67.714000,0.022882,3.614000,0.000000,0.061080,0.305400,0.000000,78.000000,0.021068,7.340000,0.000000,0.086290,0.431500,0.000000,75.292000
5/29/1986,0.018360,5.870000,0.000000,0.141160,0.705800,0.000000,70.838000,0.013035,257.500000,0.000000,0.326920,1.634600,0.812000,60.341000,0.017919,30.400000,0.000000,0.168840,0.844200,0.101000,69.695000,335.000000,359.900000,0.017154,30.100000,0.000000,0.170520,0.852600,0.000000,68.448000,0.024048,3.558000,0.000000,0.057360,0.286800,0.000000,79.563000,0.022112,7.220000,0.000000,0.081540,0.407700,0.000000,76.773000
5/30/1986,0.018793,5.780000,0.000000,0.134500,0.672500,0.000000,71.478000,0.012979,248.800000,0.000000,0.315850,1.579300,0.681000,60.148000,0.018465,29.900000,0.000000,0.161190,0.805900,0.084900,70.440000,325.000000,337.500000,0.017429,29.700000,0.000000,0.163360,0.816800,0.000000,68.799000,0.025144,3.503000,0.000000,0.053710,0.268600,0.000000,80.971000,0.023161,7.110000,0.000000,0.076850,0.384200,0.000000,78.190000
5/31/1986,0.019044,5.690000,0.000000,0.128060,0.640300,0.000000,71.884000,0.013274,200.200000,0.000000,0.304900,1.524500,0.567000,60.797000,0.018588,28.600000,0.000000,0.153850,0.769300,0.073700,70.676000,274.000000,350.100000,0.017645,29.200000,0.000000,0.156430,0.782200,0.000000,69.204000,0.024689,3.448000,0.000000,0.050240,0.251200,0.000000,80.341000,0.023029,7.000000,0.000000,0.072340,0.361700,0.000000,77.997000
